timestamp,container,cpu_percent,mem_usage
1765707546.0950274,vm2,48.27,5.195MiB / 512MiB
1765707546.0950274,vm1,50.25,5.934MiB / 512MiB
1765707546.0950274,vm4,80.46,4.039MiB / 512MiB
1765707546.0950274,vm5,99.52,3.996MiB / 512MiB
1765707549.1905122,vm3,31.92,4.105MiB / 512MiB
1765707549.1905122,vm2,61.79,4.059MiB / 512MiB
1765707549.1905122,vm1,49.46,5.957MiB / 512MiB
1765707549.1905122,vm4,72.45,4.176MiB / 512MiB
1765707549.1905122,vm5,99.92,4.129MiB / 512MiB
1765707552.219847,vm3,63.45,3.625MiB / 512MiB
1765707552.219847,vm2,57.88,4.566MiB / 512MiB
1765707552.219847,vm1,49.67,5.977MiB / 512MiB
1765707552.219847,vm4,69.00,4.625MiB / 512MiB
1765707552.219847,vm5,78.43,4.211MiB / 512MiB
1765707555.3400314,vm3,0.00,1000KiB / 512MiB
1765707555.3400314,vm2,18.34,1.91MiB / 512MiB
1765707555.3400314,vm1,12.25,3.336MiB / 512MiB
1765707555.3400314,vm4,0.00,1.566MiB / 512MiB
1765707555.3400314,vm5,70.90,1.324MiB / 512MiB
