timestamp,container,cpu_percent,mem_usage
1765707590.7586222,vm4,79.70,4.207MiB / 512MiB
1765707590.7586222,vm5,83.90,5.176MiB / 512MiB
1765707593.8549826,vm3,66.16,4.098MiB / 512MiB
1765707593.8549826,vm2,59.69,4.281MiB / 512MiB
1765707593.8549826,vm1,49.96,5.941MiB / 512MiB
1765707593.8549826,vm4,79.57,4.293MiB / 512MiB
1765707593.8549826,vm5,90.17,4.219MiB / 512MiB
1765707596.8790479,vm3,69.64,3.801MiB / 512MiB
1765707596.8790479,vm2,59.66,4.059MiB / 512MiB
1765707596.8790479,vm1,50.19,5.941MiB / 512MiB
1765707596.8790479,vm4,73.15,4.332MiB / 512MiB
1765707596.8790479,vm5,92.79,4.496MiB / 512MiB
1765707599.985323,vm3,69.28,3.645MiB / 512MiB
1765707599.985323,vm2,59.79,4.059MiB / 512MiB
1765707599.985323,vm1,50.18,5.938MiB / 512MiB
1765707599.985323,vm4,80.17,4.102MiB / 512MiB
1765707599.985323,vm5,99.87,4.211MiB / 512MiB
1765707603.009586,vm3,69.24,3.91MiB / 512MiB
1765707603.009586,vm2,59.27,4.062MiB / 512MiB
1765707603.009586,vm1,46.22,6.426MiB / 512MiB
1765707603.009586,vm4,79.63,4.078MiB / 512MiB
1765707603.009586,vm5,99.55,4.004MiB / 512MiB
1765707606.1136005,vm3,69.47,3.648MiB / 512MiB
1765707606.1136005,vm2,59.58,4.062MiB / 512MiB
1765707606.1136005,vm1,49.27,5.938MiB / 512MiB
1765707606.1136005,vm4,79.87,4.035MiB / 512MiB
1765707606.1136005,vm5,99.56,4.02MiB / 512MiB
1765707609.205424,vm3,34.74,1.004MiB / 512MiB
1765707609.205424,vm2,59.46,4.09MiB / 512MiB
1765707609.205424,vm1,49.90,5.938MiB / 512MiB
1765707609.205424,vm4,79.45,4.035MiB / 512MiB
1765707609.205424,vm5,99.80,3.988MiB / 512MiB
1765707612.2295082,vm3,70.31,3.887MiB / 512MiB
1765707612.2295082,vm2,60.22,4.086MiB / 512MiB
1765707612.2295082,vm1,0.00,3.293MiB / 512MiB
1765707612.2295082,vm4,0.00,1.422MiB / 512MiB
1765707612.2295082,vm5,99.87,3.992MiB / 512MiB
1765707615.3280547,vm3,70.46,3.883MiB / 512MiB
1765707615.3280547,vm2,0.00,1.402MiB / 512MiB
1765707615.3280547,vm1,0.00,3.273MiB / 512MiB
1765707615.3280547,vm4,0.00,1.422MiB / 512MiB
1765707615.3280547,vm5,0.00,1.336MiB / 512MiB
