timestamp,container,cpu_percent,mem_usage
1765708612.0296035,vm3,60.19,3.883MiB / 512MiB
1765708612.0296035,vm2,53.25,5.379MiB / 512MiB
1765708612.0296035,vm1,46.33,6.18MiB / 512MiB
1765708612.0296035,vm4,79.93,4.051MiB / 512MiB
1765708612.0296035,vm5,85.06,4.148MiB / 512MiB
1765708615.1350942,vm3,62.95,3.859MiB / 512MiB
1765708615.1350942,vm2,60.38,4.066MiB / 512MiB
1765708615.1350942,vm1,49.26,5.934MiB / 512MiB
1765708615.1350942,vm4,79.80,4.055MiB / 512MiB
1765708615.1350942,vm5,99.68,4.141MiB / 512MiB
1765708618.157709,vm3,69.59,3.688MiB / 512MiB
1765708618.157709,vm2,59.97,4.062MiB / 512MiB
1765708618.157709,vm1,50.11,5.934MiB / 512MiB
1765708618.157709,vm4,15.13,1.402MiB / 512MiB
1765708618.157709,vm5,102.81,7.59MiB / 512MiB
1765708621.2735698,vm3,69.75,3.68MiB / 512MiB
1765708621.2735698,vm2,42.19,4.633MiB / 512MiB
1765708621.2735698,vm1,50.33,5.969MiB / 512MiB
1765708621.2735698,vm4,79.38,4.035MiB / 512MiB
1765708621.2735698,vm5,90.84,8.488MiB / 512MiB
1765708624.3687434,vm3,33.65,1.09MiB / 512MiB
1765708624.3687434,vm2,61.18,7.254MiB / 512MiB
1765708624.3687434,vm1,49.81,5.941MiB / 512MiB
1765708624.3687434,vm4,79.82,4.031MiB / 512MiB
1765708624.3687434,vm5,89.31,4.711MiB / 512MiB
1765708627.3887258,vm3,70.07,3.703MiB / 512MiB
1765708627.3887258,vm2,55.87,4.297MiB / 512MiB
1765708627.3887258,vm1,23.76,3.293MiB / 512MiB
1765708627.3887258,vm4,79.35,4.031MiB / 512MiB
1765708627.3887258,vm5,103.26,7.695MiB / 512MiB
1765708630.485061,vm3,69.41,3.68MiB / 512MiB
1765708630.485061,vm2,59.61,4.273MiB / 512MiB
1765708630.485061,vm1,48.31,7.211MiB / 512MiB
1765708630.485061,vm4,79.73,4.043MiB / 512MiB
1765708630.485061,vm5,99.95,3.984MiB / 512MiB
1765708633.5078077,vm3,69.31,3.82MiB / 512MiB
1765708633.5078077,vm2,59.00,4.695MiB / 512MiB
