timestamp,container,cpu_percent,mem_usage
1765708861.3614635,vm4,79.93,4.211MiB / 512MiB
1765708861.3614635,vm5,90.08,1.496MiB / 512MiB
1765708864.4605758,vm3,61.58,4.219MiB / 512MiB
1765708864.4605758,vm2,59.43,4.242MiB / 512MiB
1765708864.4605758,vm1,22.55,5.949MiB / 512MiB
1765708864.4605758,vm4,72.73,4.633MiB / 512MiB
1765708864.4605758,vm5,94.51,4.191MiB / 512MiB
1765708867.4837646,vm3,56.08,3.738MiB / 512MiB
1765708867.4837646,vm2,53.60,4.273MiB / 512MiB
1765708867.4837646,vm1,48.98,5.93MiB / 512MiB
1765708867.4837646,vm4,73.17,5.316MiB / 512MiB
1765708867.4837646,vm5,95.98,4.184MiB / 512MiB
1765708870.5841165,vm3,0.00,1.035MiB / 512MiB
1765708870.5841165,vm2,58.62,4.305MiB / 512MiB
1765708870.5841165,vm1,49.46,5.938MiB / 512MiB
1765708870.5841165,vm4,79.72,4.035MiB / 512MiB
1765708870.5841165,vm5,99.14,4.211MiB / 512MiB
1765708873.6076646,vm3,71.06,7.145MiB / 512MiB
1765708873.6076646,vm2,31.79,1.422MiB / 512MiB
1765708873.6076646,vm1,49.50,6.125MiB / 512MiB
1765708873.6076646,vm4,79.46,4.051MiB / 512MiB
1765708873.6076646,vm5,99.65,4MiB / 512MiB
1765708876.7171695,vm3,70.83,6.328MiB / 512MiB
1765708876.7171695,vm2,57.08,4.512MiB / 512MiB
1765708876.7171695,vm1,28.12,3.273MiB / 512MiB
1765708876.7171695,vm4,26.67,1.383MiB / 512MiB
1765708876.7171695,vm5,99.72,4MiB / 512MiB
1765708879.8101907,vm3,69.92,3.68MiB / 512MiB
1765708879.8101907,vm2,55.66,4.145MiB / 512MiB
1765708879.8101907,vm1,49.49,5.934MiB / 512MiB
1765708879.8101907,vm4,55.35,4.34MiB / 512MiB
1765708879.8101907,vm5,99.45,4.211MiB / 512MiB
1765708882.8361778,vm3,69.71,3.699MiB / 512MiB
1765708882.8361778,vm2,48.70,4.055MiB / 512MiB
1765708882.8361778,vm1,13.47,3.273MiB / 512MiB
1765708882.8361778,vm4,79.32,4.195MiB / 512MiB
1765708882.8361778,vm5,88.88,4.676MiB / 512MiB
1765708885.9322822,vm3,55.76,3.965MiB / 512MiB
1765708885.9322822,vm2,61.98,4.062MiB / 512MiB
1765708885.9322822,vm1,41.22,6.168MiB / 512MiB
1765708885.9322822,vm4,78.95,4.043MiB / 512MiB
1765708885.9322822,vm5,87.70,4.23MiB / 512MiB
1765708888.9544115,vm3,66.13,3.676MiB / 512MiB
1765708888.9544115,vm2,59.62,4.062MiB / 512MiB
1765708888.9544115,vm1,48.47,6.48MiB / 512MiB
1765708888.9544115,vm4,67.53,1.379MiB / 512MiB
1765708888.9544115,vm5,79.51,4.148MiB / 512MiB
1765708892.0754423,vm3,22.80,1.07MiB / 512MiB
1765708892.0754423,vm2,31.60,1.629MiB / 512MiB
1765708892.0754423,vm1,38.04,3.566MiB / 512MiB
1765708892.0754423,vm4,35.93,1.418MiB / 512MiB
1765708892.0754423,vm5,91.24,7.281MiB / 512MiB
