timestamp,container,cpu_percent,mem_usage
1765708771.675689,vm2,59.54,4.062MiB / 512MiB
1765708771.675689,vm1,50.38,6.16MiB / 512MiB
1765708771.675689,vm4,80.15,4.039MiB / 512MiB
1765708771.675689,vm5,94.05,3.98MiB / 512MiB
1765708774.7720652,vm3,69.91,3.676MiB / 512MiB
1765708774.7720652,vm2,57.33,4.613MiB / 512MiB
1765708774.7720652,vm1,50.07,6.078MiB / 512MiB
1765708774.7720652,vm4,80.08,4.062MiB / 512MiB
1765708774.7720652,vm5,88.17,4.051MiB / 512MiB
1765708777.7942336,vm3,69.21,4.605MiB / 512MiB
1765708777.7942336,vm2,59.27,4.07MiB / 512MiB
1765708777.7942336,vm1,49.33,5.934MiB / 512MiB
1765708777.7942336,vm4,79.68,4.059MiB / 512MiB
1765708777.7942336,vm5,99.60,4.004MiB / 512MiB
1765708780.887302,vm3,69.50,3.672MiB / 512MiB
1765708780.887302,vm2,59.73,4.07MiB / 512MiB
1765708780.887302,vm1,49.91,5.992MiB / 512MiB
1765708780.887302,vm4,79.81,4.074MiB / 512MiB
1765708780.887302,vm5,99.57,4.219MiB / 512MiB
1765708783.912241,vm3,70.02,4.18MiB / 512MiB
1765708783.912241,vm2,59.79,4.199MiB / 512MiB
1765708783.912241,vm1,49.24,5.938MiB / 512MiB
1765708783.912241,vm4,79.51,4.047MiB / 512MiB
1765708783.912241,vm5,89.03,5.43MiB / 512MiB
1765708787.0145814,vm3,69.72,3.684MiB / 512MiB
1765708787.0145814,vm2,59.70,4.199MiB / 512MiB
1765708787.0145814,vm1,49.40,5.938MiB / 512MiB
1765708787.0145814,vm4,79.93,4.055MiB / 512MiB
1765708787.0145814,vm5,99.59,4.207MiB / 512MiB
1765708790.1111755,vm3,23.00,1.016MiB / 512MiB
1765708790.1111755,vm2,0.00,1.547MiB / 512MiB
1765708790.1111755,vm1,49.90,6.105MiB / 512MiB
1765708790.1111755,vm4,79.92,4.055MiB / 512MiB
1765708790.1111755,vm5,99.78,4.375MiB / 512MiB
1765708793.1424658,vm3,0.00,1.012MiB / 512MiB
1765708793.1424658,vm2,0.00,1.547MiB / 512MiB
1765708793.1424658,vm1,50.35,6.082MiB / 512MiB
1765708793.1424658,vm4,0.00,1.379MiB / 512MiB
1765708793.1424658,vm5,45.96,1.77MiB / 512MiB
1765708796.252465,vm3,0.00,1.012MiB / 512MiB
1765708796.252465,vm2,0.00,1.547MiB / 512MiB
1765708796.252465,vm1,50.65,6.078MiB / 512MiB
1765708796.252465,vm4,0.00,1.379MiB / 512MiB
1765708796.252465,vm5,0.00,1.574MiB / 512MiB
1765708799.3616285,vm3,0.00,1.012MiB / 512MiB
1765708799.3616285,vm2,0.00,1.547MiB / 512MiB
1765708799.3616285,vm1,27.99,3.465MiB / 512MiB
1765708799.3616285,vm4,0.00,1.379MiB / 512MiB
1765708799.3616285,vm5,0.00,1.574MiB / 512MiB
